faculty_id	name	pdf_path	score	reasons
micro_ralf_duerr	Ralf Duerr, MD, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Medicine/Duerr, Ralf/Duerr et al., eBioMedicine 2023oct_Selective_anonymous.pdf	20	folder:last,filename:last
micro_ralf_duerr	Ralf Duerr, MD, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Medicine/Duerr, Ralf/Gambaro, Duerr et al., Virus Evolution 2024ma_anonymous.pdf	20	folder:last,filename:last
micro_michael_j_garabedian	Michael J. Garabedian, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Garabedian, Michael/A Multivalent Peptoid Conjugate Modulates And_anonymous.pdf	15	folder:last,topfolder~aff
micro_michael_j_garabedian	Michael J. Garabedian, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Garabedian, Michael/Inhibiting LXRα phosphorylation in hematopoie_anonymous.pdf	15	folder:last,topfolder~aff
micro_michael_j_garabedian	Michael J. Garabedian, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Garabedian, Michael/The Laryngoscope - 2023 - Nakamura - Concentr_anonymous.pdf	15	folder:last,topfolder~aff
micro_michael_j_garabedian	Michael J. Garabedian, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Garabedian, Michael/arango-lievano-et-al-2019-persistence-of-lear_anonymous.pdf	15	folder:last,topfolder~aff
micro_michael_j_garabedian	Michael J. Garabedian, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Garabedian, Michael/journal.pgen.1008540 (4)_anonymous.pdf	15	folder:last,topfolder~aff
micro_kamal_m_khanna	Kamal M. Khanna, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Khanna, Kamal/1-s2.0-S1074761325001645-main_anonymous.pdf	15	folder:last,topfolder~aff
micro_kamal_m_khanna	Kamal M. Khanna, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Khanna, Kamal/PIIS2211124723001821_anonymous.pdf	15	folder:last,topfolder~aff
micro_kamal_m_khanna	Kamal M. Khanna, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Khanna, Kamal/ddaf087_anonymous.pdf	15	folder:last,topfolder~aff
micro_kamal_m_khanna	Kamal M. Khanna, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Khanna, Kamal/s43587-025-00952-9 (2)_anonymous.pdf	15	folder:last,topfolder~aff
micro_kamal_m_khanna	Kamal M. Khanna, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Khanna, Kamal/sciimmunol.aax8756 (1)_anonymous.pdf	15	folder:last,topfolder~aff
micro_nathaniel_r_landau	Nathaniel R. Landau, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Landau, Ned/Cancer_anonymous.pdf	15	folder:last,topfolder~aff
micro_nathaniel_r_landau	Nathaniel R. Landau, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Landau, Ned/Cell rep_anonymous.pdf	15	folder:last,topfolder~aff
micro_nathaniel_r_landau	Nathaniel R. Landau, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Landau, Ned/JCI Insight_anonymous.pdf	15	folder:last,topfolder~aff
micro_nathaniel_r_landau	Nathaniel R. Landau, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Landau, Ned/PNAS_anonymous.pdf	15	folder:last,topfolder~aff
micro_nathaniel_r_landau	Nathaniel R. Landau, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Landau, Ned/iScience_anonymous.pdf	15	folder:last,topfolder~aff
micro_james_lee	James Lee, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Lee, James/1-s2.0-S1074761325003668-main_anonymous.pdf	15	folder:last,topfolder~aff
micro_james_lee	James Lee, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Lee, James/2025.06.19.660632v1.full_anonymous.pdf	15	folder:last,topfolder~aff
micro_james_lee	James Lee, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Lee, James/PIIS0092867422009205_anonymous.pdf	15	folder:last,topfolder~aff
micro_james_lee	James Lee, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Lee, James/elife-49787-v2_anonymous.pdf	15	folder:last,topfolder~aff
micro_james_lee	James Lee, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Lee, James/lee-et-al-2024-principles-of-peptide-selectio_anonymous.pdf	23	folder:last,filename:last,topfolder~aff
micro_ian_j_mohr	Ian J. Mohr, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Mohr, Ian/3d cell reports_anonymous.pdf	15	folder:last,topfolder~aff
micro_ian_j_mohr	Ian J. Mohr, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Mohr, Ian/DIVA Cell rep_anonymous.pdf	15	folder:last,topfolder~aff
micro_ian_j_mohr	Ian J. Mohr, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Mohr, Ian/Genes Dev.-2018-Rubio-1472-84_anonymous.pdf	15	folder:last,topfolder~aff
micro_ian_j_mohr	Ian J. Mohr, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Mohr, Ian/hu-et-al-2021-single-cell-transcriptomics-ide_anonymous.pdf	15	folder:last,topfolder~aff
micro_ian_j_mohr	Ian J. Mohr, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Mohr, Ian/vink-et-al-2021-preventing-translational-inhi_anonymous.pdf	15	folder:last,topfolder~aff
micro_alejandro_pironti	Alejandro Pironti, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Pironti, Alejandro/1315.full_anonymous.pdf	15	folder:last,topfolder~aff
micro_alejandro_pironti	Alejandro Pironti, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Pironti, Alejandro/elife-89098-v1_anonymous.pdf	15	folder:last,topfolder~aff
micro_alejandro_pironti	Alejandro Pironti, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Pironti, Alejandro/perault-et-al-2025-enterobacter-hormaechei-re_anonymous.pdf	15	folder:last,topfolder~aff
micro_alejandro_pironti	Alejandro Pironti, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Pironti, Alejandro/savin-et-al-2024-staphylococcus-aureus-senses_anonymous.pdf	15	folder:last,topfolder~aff
micro_alejandro_pironti	Alejandro Pironti, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Pironti, Alejandro/zhou-et-al-2024-an-integrated-strain-level-an_anonymous.pdf	15	folder:last,topfolder~aff
micro_robert_j_schneider	Robert J. Schneider, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Schneider, Bob/Abbadi et al w Figs, Suppl_anonymous.pdf	15	folder:last,topfolder~aff
micro_robert_j_schneider	Robert J. Schneider, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Schneider, Bob/PIIS2211124723006575_anonymous.pdf	15	folder:last,topfolder~aff
micro_robert_j_schneider	Robert J. Schneider, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Schneider, Bob/Zwack, Perez-Baos et al_anonymous.pdf	15	folder:last,topfolder~aff
micro_robert_j_schneider	Robert J. Schneider, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Schneider, Bob/sciadv.abo1782_anonymous.pdf	15	folder:last,topfolder~aff
micro_robert_j_schneider	Robert J. Schneider, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Schneider, Bob/zcae026_anonymous.pdf	15	folder:last,topfolder~aff
micro_kenneth_a_stapleford	Kenneth A. Stapleford, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Stapleford, Kenny/1-s2.0-S2211124719307880-main_anonymous.pdf	15	folder:last,topfolder~aff
micro_kenneth_a_stapleford	Kenneth A. Stapleford, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Stapleford, Kenny/journal.pntd.0012534_anonymous.pdf	15	folder:last,topfolder~aff
micro_kenneth_a_stapleford	Kenneth A. Stapleford, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Stapleford, Kenny/journal.ppat.1011972 (1)_anonymous.pdf	15	folder:last,topfolder~aff
micro_kenneth_a_stapleford	Kenneth A. Stapleford, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Stapleford, Kenny/s41467-023-40047-w (1)_anonymous.pdf	15	folder:last,topfolder~aff
micro_kenneth_a_stapleford	Kenneth A. Stapleford, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/Stapleford, Kenny/thannickal-et-al-2024-changes-in-the-chikungu_anonymous.pdf	15	folder:last,topfolder~aff
micro_benjamin_tenoever	Benjamin tenOever, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/tenOever, Ben/Aguado et al.pdf	15	folder:last,topfolder~aff
micro_benjamin_tenoever	Benjamin tenOever, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/tenOever, Ben/Blanco-Melo.pdf	15	folder:last,topfolder~aff
micro_benjamin_tenoever	Benjamin tenOever, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/tenOever, Ben/Langlois.pdf	15	folder:last,topfolder~aff
micro_benjamin_tenoever	Benjamin tenOever, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/tenOever, Ben/Schmid.pdf	15	folder:last,topfolder~aff
micro_benjamin_tenoever	Benjamin tenOever, PhD	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Microbiology/tenOever, Ben/Varble_Bottleneck.pdf	15	folder:last,topfolder~aff
intake_aravinda_chakravarti	Aravinda Chakravarti	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Neuroscience/Chakravarti, Aravinda/2025.01.07.25320162v1.full_anonymous.pdf	15	folder:last,topfolder~aff
intake_aravinda_chakravarti	Aravinda Chakravarti	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Neuroscience/Chakravarti, Aravinda/FineChakravarti.PNAS2025_anonymous.pdf	23	folder:last,filename:last,topfolder~aff
intake_aravinda_chakravarti	Aravinda Chakravarti	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Neuroscience/Chakravarti, Aravinda/FriesAJHG2025_anonymous.pdf	15	folder:last,topfolder~aff
intake_aravinda_chakravarti	Aravinda Chakravarti	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Neuroscience/Chakravarti, Aravinda/LeeHanChakravarti.CellRpts2023_anonymous.pdf	23	folder:last,filename:last,topfolder~aff
intake_aravinda_chakravarti	Aravinda Chakravarti	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Neuroscience/Chakravarti, Aravinda/nihpp-2025.03.11.642686v1_anonymous.pdf	15	folder:last,topfolder~aff
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/ORGANOID Faculty/Andrea Brand/PIIS1534580722002489_anonymous.pdf	16	folder:last,folder:first
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/ORGANOID Faculty/Andrea Brand/PIIS193459092200460X_anonymous.pdf	16	folder:last,folder:first
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/ORGANOID Faculty/Andrea Brand/journal.pbio.3001255_anonymous.pdf	16	folder:last,folder:first
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/ORGANOID Faculty/Andrea Brand/journal.pbio.3002944 (3)_anonymous.pdf	16	folder:last,folder:first
intake_andrea_h_brand	Andrea H. Brand	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/ORGANOID Faculty/Andrea Brand/s41556-019-0402-6_anonymous.pdf	16	folder:last,folder:first
intake_rachel_zwick	Rachel Zwick	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/ORGANOID Faculty/Zwick, Rachel/Zwick Postdoctoral Research Publication_anonymous.pdf	20	folder:last,filename:last
intake_stefan_feske	Stefan Feske	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Feske, Stefan/Concepcion2022-Nature Imm copy_anonymous.pdf	15	folder:last,topfolder~aff
intake_stefan_feske	Stefan Feske	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Feske, Stefan/Li Zhong2025-STIM1_Th1 copy_anonymous.pdf	15	folder:last,topfolder~aff
intake_stefan_feske	Stefan Feske	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Feske, Stefan/LiWang2024-STM copy_anonymous.pdf	15	folder:last,topfolder~aff
intake_stefan_feske	Stefan Feske	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Feske, Stefan/Wang2022-ORAI1_asthma copy_anonymous.pdf	15	folder:last,topfolder~aff
intake_stefan_feske	Stefan Feske	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Feske, Stefan/sciimmunol.adq8860 copy_anonymous.pdf	15	folder:last,topfolder~aff
intake_daniel_meruelo	Daniel Meruelo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Meruelo, Daniel/Molecular and metabolic pathways mediating cu_anonymous.pdf	15	folder:last,topfolder~aff
intake_daniel_meruelo	Daniel Meruelo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Meruelo, Daniel/Potent and Targeted Sindbis Virus Platform fo_anonymous.pdf	15	folder:last,topfolder~aff
intake_daniel_meruelo	Daniel Meruelo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Meruelo, Daniel/Sindbis Virus Platform Provides an Oncolytic-_anonymous.pdf	15	folder:last,topfolder~aff
intake_daniel_meruelo	Daniel Meruelo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Meruelo, Daniel/Sindbis Virus Vaccine Platform - A Promising_anonymous.pdf	15	folder:last,topfolder~aff
intake_daniel_meruelo	Daniel Meruelo	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Meruelo, Daniel/Sindbis Virus with Anti-OX40 Overcomes the Im_anonymous.pdf	15	folder:last,topfolder~aff
intake_richard_possemato	Richard Possemato	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Possemato, Richard/2017 Alvarez Nature_anonymous.pdf	15	folder:last,topfolder~aff
intake_richard_possemato	Richard Possemato	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Possemato, Richard/2020 Sviderskiy MolCell_anonymous.pdf	15	folder:last,topfolder~aff
intake_richard_possemato	Richard Possemato	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Possemato, Richard/2021 Terzi SciAdvances_anonymous.pdf	15	folder:last,topfolder~aff
intake_richard_possemato	Richard Possemato	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Possemato, Richard/2023 Shin et al Nat Med_anonymous.pdf	15	folder:last,topfolder~aff
intake_richard_possemato	Richard Possemato	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Possemato, Richard/2024_Nam_Nature_Metabolism_anonymous.pdf	15	folder:last,topfolder~aff
intake_jane_skok	Jane Skok	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Skok, Jane/Binding domain mutations provide insight into CTCF’s relationship with chromatin and its contribution to gene regulation.pdf	15	folder:last,topfolder~aff
intake_jane_skok	Jane Skok	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Skok, Jane/Defining the relative and combined contributi_anonymous.pdf	15	folder:last,topfolder~aff
intake_jane_skok	Jane Skok	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Skok, Jane/MethNet- a robust approach to identify regulatory hubs and their distal targets from cancer data.pdf	15	folder:last,topfolder~aff
intake_jane_skok	Jane Skok	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Skok, Jane/NSD2 overexpression drives clustered chromati_anonymous.pdf	15	folder:last,topfolder~aff
intake_jane_skok	Jane Skok	/Users/tenoeb01/Desktop/Galaxy Files/pubs_inbox/Pathology/Skok, Jane/Phasing chromatin heterogeneity- single-molecule footprinting links 1 CTCF topology to 2 transcriptional output.pdf	15	folder:last,topfolder~aff
